SK_ID_CURR,TARGET
186075,1
154073,1
123939,0
145150,0
305542,0
185587,1
195453,0
416762,0
268360,0
287832,0
412813,0
307741,1
231403,0
273161,0
435457,0
348968,0
317896,0
363752,0
153354,0
208850,0
423897,0
129236,0
451493,0
191700,0
243799,0
280930,0
196924,0
128719,0
442798,0
267688,0
326158,0
129891,0
418338,0
180268,0
394792,0
433909,0
302114,1
267415,0
224761,0
432662,0
396802,0
103710,0
430454,0
287188,0
171203,0
239852,0
171283,0
407908,0
455242,0
246094,0
424233,0
171832,0
120901,1
122052,0
148017,0
179351,0
148505,0
179011,0
215027,1
318240,0
376709,0
408079,0
248436,0
210078,0
441422,0
298528,0
152534,0
446793,0
430687,0
178056,0
282689,0
435643,0
287461,0
215090,0
149145,0
101396,0
321349,0
325183,0
174489,0
415289,1
289830,0
265219,0
282762,0
342035,1
129718,0
139577,0
348219,0
200856,0
107288,0
405255,0
287896,0
158067,0
222731,0
364933,0
164540,0
380213,0
380432,0
271909,0
300892,0
231823,0
209496,0
417601,1
307727,0
215176,0
151734,0
257413,0
224101,0
325756,0
453640,0
440958,0
233537,1
432740,0
213104,0
309416,0
351650,0
296215,0
141846,0
264634,0
273887,1
437683,0
278991,0
429486,0
162119,0
401612,0
194508,0
338461,0
339201,0
419735,0
106742,0
313315,0
430012,0
303463,0
196645,0
251634,0
235739,0
130969,1
214669,0
319724,0
400128,0
179416,0
154642,1
256811,0
256806,0
372763,0
289303,0
453154,1
292810,0
184620,0
243417,0
131176,0
420677,0
405891,0
133739,0
336662,1
303677,0
354194,0
324213,0
178379,0
345278,0
338754,0
231959,0
269926,0
444331,0
424562,0
133291,0
101507,0
150994,0
106835,0
273746,0
143785,0
256836,0
134297,0
404136,0
141351,0
226107,0
121957,1
336142,0
367335,0
138181,0
157364,0
452183,1
212516,0
203158,0
406759,0
178177,0
270542,0
327748,0
227683,0
289664,0
434426,0
293054,0
392066,0
196257,0
368329,1
230131,0
137643,0
127574,0
358176,0
341868,0
360233,0
287436,0
397751,0
247735,0
176811,0
447514,0
354489,0
282867,0
245371,0
419105,0
242855,1
104423,0
260576,0
297581,0
323875,0
299569,0
107482,0
443584,0
103685,0
443139,0
121751,0
380910,0
398250,0
148942,0
375599,0
441111,1
137303,0
305674,0
162212,0
384634,1
409496,0
443665,0
311485,0
161281,0
290820,0
306137,0
448425,0
153404,0
406885,0
345830,0
313402,0
221970,1
171904,0
368302,0
254273,0
269398,1
128600,0
399406,0
104414,0
237337,0
208095,0
198119,0
185532,0
260490,1
116423,0
263135,0
269356,0
239528,1
355931,0
300940,0
451495,1
450156,0
248885,0
355814,0
290055,0
275777,0
333879,0
395867,0
376678,0
110191,0
445733,0
304996,0
297710,0
294034,0
256430,0
426775,0
169617,0
150057,0
385445,0
232706,0
277313,0
287279,0
452687,0
372689,0
312391,0
259576,0
367131,0
120508,0
331245,0
338925,0
257246,0
160751,0
378007,0
355717,0
243271,0
267838,0
442806,0
380642,0
242153,0
235100,0
353951,0
436292,0
374462,0
144542,0
402099,1
254989,0
423455,0
349985,0
358093,0
411311,0
224209,1
378443,0
238997,0
139697,0
352493,0
212394,0
423306,0
209014,0
390004,0
151996,0
319005,0
330852,0
121823,0
455207,0
351983,0
141313,0
269446,0
146899,0
218364,0
211841,0
310165,0
130020,0
322284,0
155914,1
241637,0
372818,0
237477,0
337598,0
318773,0
278475,0
402569,0
442113,0
373282,0
104038,0
312606,0
445304,0
406432,1
272664,0
392865,0
408994,0
407185,0
191058,0
116166,1
177614,0
147266,0
231806,0
197549,0
340053,0
292201,0
417347,0
247667,0
216400,0
425846,0
218072,0
320652,0
144408,1
332217,0
276601,0
320246,0
176451,0
345589,0
314881,0
391187,0
389721,0
403146,0
350348,1
368932,0
431925,0
191269,0
136839,0
179484,0
324331,0
366290,0
296220,0
291984,0
366903,1
120141,0
300543,0
104117,0
242380,0
331283,0
451552,0
288100,0
141428,0
340280,0
387523,0
129679,0
266426,0
173962,0
456087,0
345637,0
445952,0
317214,0
190212,0
105459,0
105504,0
352755,0
361192,0
215359,0
229070,0
366357,0
251365,0
343161,1
283594,0
370249,0
207967,0
132433,0
390503,0
273189,0
236265,0
101648,0
299509,0
445624,0
184147,0
119796,0
285063,0
168527,0
349232,0
115064,0
300408,0
224389,0
299207,0
321812,0
432208,0
291420,0
278567,0
444747,0
394273,0
156334,0
118178,0
213367,0
240194,0
252100,0
322577,0
235287,0
238407,0
116075,0
420756,0
201511,1
376731,0
124242,0
177916,0
165559,0
236495,0
328691,0
112406,0
138727,0
256514,0
245325,0
134113,0
429280,0
345424,0
118602,0
360625,0
445264,1
286780,0
143490,0
134922,0
116451,0
389889,0
340350,0
231590,1
394955,0
251914,0
437122,0
366131,0
250255,0
411721,0
206090,0
280467,0
192214,0
445701,0
382052,0
268734,0
176552,0
144392,0
186041,0
343629,0
368789,0
212849,0
328649,0
353870,0
179584,0
276970,0
439572,0
390817,0
436184,0
248221,0
291662,0
163755,0
277050,0
383263,0
174752,0
255195,1
334569,0
158022,1
393415,0
401515,0
114932,0
158630,0
282013,0
361052,0
202442,0
298987,0
120841,1
279663,0
241253,0
364845,0
437408,0
128444,0
127644,0
367934,1
138292,0
318443,0
152514,0
224501,0
353677,0
110328,0
138170,0
350834,0
133118,0
447829,0
408090,0
301022,0
180057,0
304139,0
389334,0
274765,0
360441,0
333301,0
395864,0
237336,0
314280,1
210668,1
126669,1
153077,0
397597,0
339421,0
212719,0
335346,0
159101,0
276531,0
129210,0
248233,1
383274,0
126527,0
390914,0
152853,0
352002,1
441439,0
233717,0
156638,0
315846,0
437398,0
451082,0
400523,0
274104,0
281208,0
415223,0
316901,0
420452,1
121043,0
358574,0
176536,0
339388,0
315355,0
310600,0
110727,0
265252,1
345937,0
295023,1
330339,0
194796,0
415330,0
207328,0
438548,0
310393,0
175550,0
111805,0
398467,0
105315,0
438800,0
366139,1
284350,0
345312,0
101541,1
308714,0
447219,0
411528,0
142913,0
106382,0
329773,1
380695,0
289729,0
377601,0
242726,0
349521,0
330864,0
270258,0
282130,0
227041,0
296587,1
267406,0
188730,0
246461,0
330225,0
382305,0
299520,0
282328,0
165310,0
322484,0
426244,0
167076,0
157373,0
196321,0
372139,0
407150,1
111691,0
402538,0
133643,0
376183,0
295571,0
446422,0
126005,1
365343,0
331149,0
335288,0
105020,0
331155,0
398445,0
418262,0
227216,1
346507,0
220042,0
166415,0
173232,0
261875,0
156819,0
407537,0
287772,0
253812,0
404953,0
388036,0
168643,0
151295,0
287516,1
300301,0
385825,0
342798,0
363915,0
337857,1
410472,0
375740,0
455444,0
330262,0
371468,0
189088,0
226109,0
409265,0
372076,0
287958,0
383345,0
161008,0
344178,0
200711,0
312275,0
228789,0
107072,0
106220,0
392448,0
268123,0
211917,1
110092,0
239529,0
176018,0
358887,0
424200,0
223165,0
293056,0
198898,0
406665,0
185655,0
168670,0
432906,0
334057,0
141983,0
240014,0
414718,0
256989,0
337166,0
375870,0
146353,0
371905,0
317624,0
322257,0
380916,0
377160,0
316881,0
271947,0
275991,0
352349,0
263500,0
422241,0
181684,0
153605,0
190337,0
264412,0
220195,0
448358,0
263840,0
283708,0
243088,0
421944,0
441943,0
148138,0
391101,0
126308,0
429942,0
229226,0
238280,0
318194,0
143051,0
288014,1
386752,0
286523,0
367416,0
188289,0
254091,0
315182,0
210629,0
270177,0
209617,0
235385,0
173338,0
234067,0
351456,0
314421,0
442923,0
408497,0
256730,0
371411,0
241019,0
102603,0
347872,0
205423,0
323648,0
364386,0
154572,0
416554,0
181405,0
118779,0
204591,0
249982,0
199235,0
369099,0
113412,0
299111,0
423773,0
454931,0
272400,0
111743,0
428037,0
419246,0
261945,0
101439,0
165356,0
106699,0
281305,0
427689,0
133072,0
365580,0
199485,0
155288,0
302170,0
321711,0
115215,0
291243,0
323531,1
187351,0
128956,0
134160,0
382844,0
150957,0
256142,0
376069,0
453521,0
321826,0
329778,0
169139,0
121393,0
396413,0
233524,0
157034,0
330051,1
253207,0
109932,0
405830,0
293800,0
390236,0
425545,0
275606,0
131053,0
128853,0
436524,0
389308,0
430239,0
432756,0
337795,0
320725,0
215156,0
416493,1
298343,0
148259,0
103801,0
450502,0
280759,0
456208,0
316609,0
283039,0
216243,0
154559,0
360869,0
341708,1
154433,0
276721,0
237680,0
406760,0
242291,0
367774,0
431935,0
254975,0
124865,0
180075,0
395793,0
306410,0
413358,0
184307,0
439456,0
387487,0
230253,0
152997,0
396308,0
132207,0
359077,0
422601,0
154574,0
232408,0
230452,0
374268,0
372214,0
274969,0
169340,0
301450,0
326545,0
190765,0
144298,0
401504,0
291527,0
299427,0
352800,0
211957,0
360896,0
437170,0
429454,0
291770,0
228966,0
183853,0
271287,0
374601,0
104316,0
239317,0
312087,0
274722,0
400383,0
198074,0
204394,0
160416,0
410145,0
168207,0
219490,0
283905,0
162879,0
194628,0
120757,0
301662,0
376287,0
344309,0
329057,0
316004,0
103929,0
306996,0
164893,0
446114,0
441470,0
117180,0
227394,0
319380,0
352072,0
213136,0
339779,0
245875,0
203310,0
170667,0
237678,0
388178,0
344867,0
343148,0
355322,0
257924,0
326673,0
214519,0
270263,0
380809,0
333245,0
418105,0
419263,0
139525,0
278269,0
315175,0
260977,0
188139,0
293550,0
311956,0
341432,0
111850,0
221068,1
262208,0
328153,0
272342,0
221137,0
399440,0
262244,0
178414,0
356103,0
275155,0
118069,0
295744,0
389882,0
354921,0
274240,0
241383,0
105896,0
399447,0
173733,1
429594,0
400370,0
359179,0
346236,0
139299,0
268026,0
199427,0
319418,0
306122,0
405430,0
245248,0
356729,0
302695,0
451152,0
127236,0
166887,0
203894,0
122406,0
240334,0
232709,0
239386,0
296182,0
198947,0
315486,0
104434,0
323492,0
241000,0
265192,0
386093,0
164337,1
404178,0
273825,0
419529,0
322534,0
211427,0
412423,0
176543,0
348741,0
371370,0
357876,0
275382,0
423868,0
148418,0
182956,0
350624,0
158239,0
138045,0
393636,0
372137,0
197380,0
206832,0
108257,0
353664,0
405095,0
213079,0
404787,0
316913,0
298779,0
163811,1
322455,0
209807,0
455431,0
149324,0
205356,0
394715,0
389883,1
218915,1
424068,0
142903,0
336223,0
226581,0
230664,1
247744,0
367840,0
249750,1
107182,0
429428,1
356937,0
292821,1
150227,0
284820,0
214269,0
103253,0
286296,0
370269,0
364466,1
451375,0
141349,0
443797,1
309631,0
194702,0
209668,0
355547,0
267306,0
301872,0
266764,0
130944,0
383948,0
391667,0
446111,0
418823,0
371292,1
326363,0
125337,0
242661,0
374309,0
260640,0
172286,0
444564,0
120629,0
364306,0
352156,0
321193,0
454464,0
232029,0
245448,0
214385,0
258301,0
172893,0
451918,0
178629,0
268210,0
339928,0
373034,0
159243,0
230782,0
406783,0
113147,0
127290,0
419915,1
330478,0
157618,0
379183,0
435644,0
327345,0
347098,0
123118,0
102906,0
267465,0
284458,0
418534,0
387696,0
303252,0
455826,0
216359,1
306754,0
140165,0
267030,0
238952,0
134822,0
424712,0
324006,0
317714,0
168840,0
229939,0
200002,1
344659,0
376722,0
294341,0
155340,0
180262,0
352671,0
338313,0
243562,0
431468,0
404552,0
183829,1
102012,0
187089,0
377815,0
147050,0
358334,0
200183,0
267026,0
366822,0
447508,1
105556,0
197367,1
422678,0
266292,1
322415,0
309080,0
294540,0
132306,0
153984,0
402133,0
358922,0
418039,0
273615,0
197111,0
149117,0
291610,0
161122,0
135093,0
368521,1
252853,0
179010,0
343821,0
111870,0
328300,0
438526,0
154119,0
213530,0
219179,0
311234,1
358105,0
335719,0
147467,0
452712,0
408708,0
303019,0
350391,0
202560,0
388544,0
396494,0
353409,1
263167,0
347232,0
291356,0
191235,0
287836,0
203896,0
352328,0
351965,0
286700,0
109519,0
258420,0
149926,0
266798,0
104261,0
328633,0
349154,0
138036,0
397883,0
441583,0
136781,0
146179,0
276137,0
388613,0
138901,0
279951,0
253897,0
173593,0
104726,0
269131,0
256788,1
274946,0
178562,0
325713,0
430884,0
238449,0
443724,0
436487,0
103909,0
118433,1
408918,0
436347,0
336237,0
161097,0
328348,0
351276,0
375712,0
179108,0
414316,1
436744,0
409929,0
289147,0
347691,0
249912,0
403357,0
430041,0
246075,0
295088,0
103545,0
446974,0
320536,0
160337,1
379568,0
455605,0
111943,0
380417,0
147992,0
230352,1
397811,0
195668,1
274839,0
313138,0
418086,0
170589,0
452803,0
281153,0
130625,0
403498,0
436968,0
235218,0
147836,0
237765,0
146131,0
190676,0
218296,0
168311,0
117802,0
255824,1
379338,0
310960,0
256580,0
155472,0
391563,0
211023,0
250081,0
179271,0
298313,0
386134,0
252215,0
264853,0
419196,0
116035,1
102716,0
248134,0
384908,0
298295,0
211800,0
232412,0
103595,0
354219,0
105757,0
405058,0
275282,0
390005,0
282019,0
255232,0
150429,0
105216,0
445154,0
392769,0
370616,0
145227,0
257814,1
215935,0
386953,0
329213,1
228691,0
143043,0
227022,0
364770,0
235074,0
259367,0
119181,0
444329,0
144606,0
251076,0
236379,0
406234,0
414988,0
432651,0
413789,0
398436,0
136537,0
173118,0
363198,0
128272,0
335020,0
249431,0
177841,0
214274,0
190615,0
164558,0
321003,0
307990,0
305444,0
201259,0
352861,0
431752,0
179791,0
407207,0
218433,0
319513,0
133701,0
297437,0
314508,0
380357,0
210375,0
237047,0
243513,0
443449,0
166630,0
123677,1
310554,0
330736,0
291611,0
168573,0
454432,0
311642,0
224132,0
440622,1
271365,0
386508,0
218107,0
442178,0
123395,0
444703,0
283692,0
341645,1
395707,0
250183,0
221822,0
162167,0
343621,0
124907,0
454941,0
223550,0
390622,0
252317,0
427978,0
235471,0
207643,0
455234,0
230017,0
174761,0
291941,0
150433,0
108297,0
329354,0
122114,0
115194,0
106525,0
209447,1
280219,0
239074,0
220376,0
339811,0
264042,0
345975,0
110462,0
372517,1
269404,0
273750,0
345546,0
319855,0
257024,0
126298,0
394652,0
216958,0
317180,0
190538,0
386618,0
291925,0
418977,0
148577,0
441789,0
114947,0
142811,0
102271,0
320347,0
270281,0
257036,0
131866,0
251155,0
188516,0
168890,0
162459,0
286634,0
143169,0
430707,0
426838,0
178190,0
309023,0
422957,0
104886,0
190528,0
406180,0
373287,0
214187,0
302734,0
221947,0
222762,0
195082,0
375527,0
125305,0
233951,0
310132,0
220470,0
337584,0
301745,0
271915,0
231067,0
147924,0
160367,0
157698,0
322458,0
377496,0
142912,0
289921,0
150776,1
214576,0
114843,1
182241,0
340340,0
358698,0
404795,0
116320,1
186987,1
243995,1
366204,0
165220,0
388593,0
161141,0
353702,0
388701,0
429571,0
378492,0
235480,0
437983,0
289945,1
178800,0
204955,0
347432,0
371142,0
249859,0
434186,0
189720,1
139401,1
164145,0
349179,0
175882,0
220975,1
247985,0
258398,0
244273,0
448247,0
279389,1
333642,0
300982,0
337859,0
377337,0
307157,0
213900,0
290483,0
249733,0
424184,0
452275,0
319723,1
331258,0
386400,0
200027,0
136837,0
437120,0
244626,1
142000,1
310486,0
170876,0
251863,0
169996,0
158751,0
245419,0
148194,0
356756,0
266207,0
233573,0
139659,0
225828,1
327329,0
400997,0
207118,0
442645,0
338096,0
286135,0
453252,0
144718,0
289327,0
134785,0
305671,0
414972,0
446299,0
217391,1
175778,0
318353,0
253364,0
219816,0
302645,0
373660,0
276177,0
292764,0
450286,0
421314,0
162215,0
108774,0
373990,0
431539,0
144261,0
427579,0
418837,0
354649,0
301737,0
377511,0
191284,0
223066,0
199760,0
450798,0
270771,0
359473,0
157404,0
271176,0
278874,0
446284,0
217541,0
101249,0
355593,0
125198,0
389795,0
201492,0
444670,0
274853,0
336085,0
383237,0
440548,0
426415,0
136169,0
167456,0
251238,0
325745,0
377306,0
415027,0
267992,0
240659,0
141510,0
383332,0
354443,0
252851,0
452646,0
308022,0
100080,0
186982,0
127993,0
110807,0
352677,0
137381,0
421132,0
200324,0
260532,0
447899,0
184204,0
104079,0
330453,0
133837,0
392443,0
156872,0
191825,0
446767,0
421210,0
204345,0
255300,0
331463,1
222229,0
148373,0
272454,0
103778,0
250761,0
176343,0
144039,0
422421,0
317086,0
253515,0
332332,0
223912,0
239878,0
111073,0
198816,0
402988,0
170268,0
194449,0
285216,0
384343,0
453121,0
325278,0
282243,0
188537,0
232291,0
137242,0
406368,0
390803,0
429488,0
305222,1
413803,0
315819,0
396985,0
157320,0
397070,0
172336,0
396091,0
332856,0
200691,0
351893,0
266021,0
395330,0
325909,0
239965,1
263944,0
309784,0
375995,0
378980,0
411698,0
136844,0
434888,0
436824,0
451363,0
167234,0
143651,0
411235,0
226008,0
170455,0
153006,0
169420,0
448959,0
282655,0
154608,0
148030,0
444939,0
102842,0
195438,0
396441,0
441274,0
326862,0
400862,0
313256,0
191193,0
101358,0
279788,0
388061,0
454282,0
117670,0
336793,0
414528,0
102915,0
320800,0
299021,0
100037,0
214865,0
180488,0
138276,0
281626,0
217709,0
384048,0
288712,0
233017,0
351412,0
130955,0
199503,0
184955,0
266540,0
322706,0
318898,0
257845,0
129663,0
204844,0
154930,0
264551,0
408066,0
262828,0
308193,0
124098,0
319657,0
421119,0
316767,0
144096,0
222705,0
213832,0
320151,1
374668,0
422432,0
421678,0
338958,0
367955,0
131563,0
130854,0
136810,0
267643,0
422122,0
283699,0
230807,0
114379,0
444269,0
115770,0
166901,0
223765,0
349569,0
320625,0
389508,0
205194,0
337023,0
158713,0
254788,0
342515,0
391442,1
340068,0
431717,0
122277,0
166443,0
217443,0
325621,0
279067,0
135969,1
343668,0
265684,0
364131,0
427108,0
147638,0
364677,0
116773,0
355564,0
266156,0
429217,0
294594,0
452553,0
444505,0
447009,0
251757,0
271407,0
142945,0
240389,1
123908,0
379521,0
237183,0
116282,0
372041,0
444774,0
213497,0
266403,0
273848,0
413815,0
273303,0
261923,0
213638,0
401166,0
255254,0
173150,0
244236,0
427375,0
362194,0
343922,0
116396,0
245922,0
455874,0
416361,0
274943,0
164071,0
315378,0
305117,0
260039,0
373182,0
133142,1
419898,0
165818,0
225587,1
226727,0
338159,0
239445,0
250830,0
332114,1
143308,0
172451,0
153331,0
412749,0
430478,1
129426,1
292632,0
127373,0
353727,0
429367,0
124092,0
445179,0
449685,0
165109,0
335905,0
257174,0
130030,0
353111,0
373776,0
432838,1
293503,0
164661,0
151359,0
371304,0
265629,0
274781,0
349289,0
101133,0
127930,0
155210,0
321305,0
144929,0
102291,0
354422,0
312883,0
312561,0
258536,1
180915,1
334135,0
452796,0
452657,1
104389,0
448576,0
326424,0
190947,0
133213,0
123580,0
115584,0
354094,0
439760,0
376795,0
174612,0
238494,0
199315,0
307246,0
181139,0
252688,0
338787,0
207990,0
360907,0
422454,0
402189,0
186357,0
276469,1
413041,1
419205,0
315774,0
199646,0
445228,0
213936,0
429870,1
304816,0
427393,0
389177,0
341912,0
429253,0
412702,0
192061,0
454627,0
236578,0
375039,0
249112,0
336671,0
453381,0
443570,0
346988,0
454532,0
125982,0
423589,0
302865,0
291801,0
144397,1
409727,0
393701,0
218610,0
152512,0
277360,0
348376,0
144937,0
404991,0
113357,0
313739,0
162923,0
220834,0
413880,0
440660,0
264508,0
422505,0
117592,0
361523,0
260179,0
173068,0
152157,1
245431,0
298586,0
357719,0
188621,0
148974,0
159343,0
350551,0
201193,0
391971,0
211015,0
144529,0
316522,0
146966,0
118659,0
211627,0
179454,0
184543,0
204407,0
129762,0
187027,0
365931,1
163147,0
449726,1
177375,0
264521,0
296283,0
384836,0
141986,0
305323,0
214081,1
422916,0
119183,0
176860,0
176978,0
207076,1
180539,0
438628,0
370364,0
294459,0
218354,0
126451,0
437880,0
328009,0
412131,0
413386,0
245480,0
227808,0
254738,0
331917,0
445394,0
230722,0
106325,0
396649,0
129578,0
192870,0
242348,0
305106,0
179826,0
103532,0
288702,0
192107,0
151252,0
345039,0
439695,0
251425,0
169761,0
199681,0
284971,0
231146,0
430764,0
141269,0
129325,0
320831,0
358921,0
384298,0
404281,0
339757,0
424291,0
318142,0
234711,0
418373,0
385016,0
419212,0
402786,0
256207,0
281230,0
334452,0
251274,0
127242,0
444181,0
434653,0
404064,0
455974,0
202398,0
346112,0
403984,0
264920,0
152019,0
396574,0
184296,0
306654,0
186365,1
389670,1
419845,0
120247,0
439637,0
117999,0
190210,0
357963,0
169391,0
392002,0
388651,1
239524,0
361889,0
288802,0
355724,0
102974,0
157305,0
347289,0
280228,0
292769,0
391656,1
102048,0
162401,0
235629,1
364608,1
406817,0
231161,0
139093,0
448415,0
238568,0
335832,0
317419,0
371369,0
362042,0
224229,0
118969,0
163063,0
306579,0
187490,0
267144,0
399253,0
108538,0
287183,0
319207,0
274764,0
382093,0
244162,0
278873,0
232229,0
389341,0
306168,0
286938,0
189413,0
398964,0
166195,0
183079,0
429315,0
147222,0
133379,0
352813,0
386185,0
292110,0
387025,0
166162,0
215080,0
136767,0
154997,0
205661,0
301305,0
273358,0
253586,0
376808,0
164400,0
217332,0
446722,0
450070,0
246804,0
279832,0
195097,0
311212,1
124936,0
265756,0
426091,1
369889,0
307136,0
315457,1
335557,0
120085,0
131951,0
248180,0
421657,1
104180,0
101848,0
354030,0
403830,0
241673,0
266281,0
104093,0
143513,0
373857,0
194021,0
143941,0
274454,0
185514,0
289993,0
277409,0
339498,0
248938,0
367508,0
129516,0
181467,0
304357,0
434853,0
100114,0
212701,0
206416,0
187000,0
284144,0
200827,0
416466,0
399339,0
257631,0
270055,0
134826,0
253571,0
257836,0
255562,0
344733,0
286786,0
283038,0
331160,0
137816,0
217544,0
215389,0
273009,0
374467,0
377276,0
263193,0
298246,0
183762,0
416736,0
114483,0
174789,0
184149,0
402971,0
265913,0
176039,0
181857,0
443556,0
426852,0
271308,0
120491,0
274633,1
414942,0
380385,0
372496,0
176094,0
197923,0
250885,0
292676,0
160671,0
181470,0
422366,0
182629,0
197940,1
290226,0
358972,0
110924,1
319935,0
189338,0
236311,1
230138,0
445735,0
420086,0
388254,0
261677,0
175903,0
336296,0
176413,0
226692,0
169713,0
162755,0
295647,0
415366,0
428785,0
452889,0
135539,0
381445,0
301342,0
403134,0
394089,0
215461,0
312008,0
296340,0
410795,0
119566,0
146579,0
452951,0
309351,0
404943,0
414055,0
454957,1
348645,0
123551,0
267836,0
421064,0
202556,0
370736,1
132355,0
346395,0
240394,0
352894,0
359423,0
222162,0
335734,0
427185,0
397578,0
176174,0
110991,0
143637,1
140611,1
132780,0
319004,0
265682,0
270272,0
422389,0
132748,0
240403,0
242547,0
291357,0
429675,0
367763,0
441786,0
387834,0
337553,0
253885,0
247241,0
169921,0
107051,0
389163,0
109534,0
