id,tweet_text,tweet_date,query_used
1049289289966804997,@valoreconomico Inacreditável que tem pessoas wue votem nesse imbecil :(,Mon Oct 08 13:23:56 +0000 2018,:(
1046377621460664320,Angela Maria: Veja repercussão da morte da cantora https://t.co/aH2y11obcd #G1 https://t.co/0XzTyVHEGA,Sun Sep 30 12:34:00 +0000 2018,g1
1045032762116194304,Anitta rouba a cena com look sexy no Prêmio Multishow de Música Brasileira. https://t.co/MAiFNMVl4V https://t.co/KgaheXGIHt,Wed Sep 26 19:30:00 +0000 2018,jornaloglobo
1038936349649367041,Seis candidatos a presidente participam de terceiro debate na TV; veja propostas https://t.co/q9hmTb40ea #G1 https://t.co/MZCY1fK04U,Sun Sep 09 23:45:02 +0000 2018,g1
1046946647861858305,@parrillamotel eu to mto mal depois de ter visto esse video :( quero q esse merda morra da pior forma possível existente no planeta e q a vida dele tenha a pior das dores porra eu to mto puta,Tue Oct 02 02:15:06 +0000 2018,:(
1049151475505647616,@rayrchx seria mesmoooo :(,Mon Oct 08 04:16:18 +0000 2018,:(
1046753348043636738,@stylouist91 sinto muito ícone :(((,Mon Oct 01 13:27:00 +0000 2018,:(
1047471942725509122,@felipenogs vamos tomar um café :),Wed Oct 03 13:02:26 +0000 2018,:)
1036797021317939200,Aí você vai toda arrumadinha e volta cheia de vinho Kkkk #AlguémTemDuvidasQueDeuBom #EramosAsMaisFelizes #Fato #SeguraElasAeeeee #BrotouFotoDoNada #Adorei #Caretela #NuncaMaisParoDeFalarDisso kkk https://t.co/5DzfnvzbVd,Tue Sep 04 02:04:07 +0000 2018,#fato
1049298120889253888,@h2okellyy :((( ontem aconteceu o mesmo com brenda e inclusive o menino que ela conversou sobre isso é da tua turma,Mon Oct 08 13:59:01 +0000 2018,:(
1046965907099144194,Precisamos arrumar mais role pra ir :( — bora bora https://t.co/Fn2kHlbNNt,Tue Oct 02 03:31:38 +0000 2018,:(
1046944869921505280,sdds :(,Tue Oct 02 02:08:02 +0000 2018,:(
1050745666396463105,"@leo_srodigues Que fogo crlh? Então mas alguém está a mencionar nomes? Não, repito, se lá estivesse nomes e caras, ai sim :)",Fri Oct 12 13:51:03 +0000 2018,:)
1046709487170662401,"Chegou outubro o melhor mês do ano, o meu mês, tbm falta um mês para o Enem :(",Mon Oct 01 10:32:43 +0000 2018,:(
1039940288628908034,"Apple anuncia novas versões do iPhone, Xs e Xs Max https://t.co/qzIVNTnJN3 #G1 https://t.co/sKAhjL1k8U",Wed Sep 12 18:14:20 +0000 2018,g1
1049641187819311104,Trump volta a defender juiz acusado de abuso: ‘foi provado que é inocente’ https://t.co/lgwV3ARa5x,Tue Oct 09 12:42:15 +0000 2018,veja
1053306766447071234,Novo Malbec Magnetic traz o magnetismo das uvas brancas. Saiba mais em nosso site: https://t.co/xXvWL3RjUi (link na Bio) #novidade #cheiro #perfume #fragrancia #malbec #uvasbrancas #lancamento… https://t.co/TxAPxkhByZ,Fri Oct 19 15:27:57 +0000 2018,#novidade
1044548977990017024,Auxiliar de Serviços Gerais Salário: R$ 1.200 + Benefícios Local: São Paulo Mais informações sobre a vaga: https://t.co/ji0NefNHZT Quer mais vagas? Acesse: https://t.co/DSb9kWVk49 #trabalho #work #oportunidade,Tue Sep 25 11:27:37 +0000 2018,#oportunidade
1039912264541696000,Pontes localizadas em todo mundo! Vale a pena assistir! #curiosidade #engenharia #engenhariaincrivel #pontes Elegancy Forros https://t.co/fqNtOOmeuH,Wed Sep 12 16:22:59 +0000 2018,#curiosidade
1049167861778993152,a minha maior decepção não é nem pelo ciro e sim pelo suplicy :(((,Mon Oct 08 05:21:25 +0000 2018,:(
1047455379037343744,Amanhã que seja greve novamente :),Wed Oct 03 11:56:37 +0000 2018,:)
1050164595346821122,Kátia Abreu sugere que Haddad renuncie e Ciro o substitua contra Bolsonaro https://t.co/DRBU0tgv7b,Wed Oct 10 23:22:05 +0000 2018,exame
1046747772832108545,"Conseguiste concretizar alguns objetivos este ano? — Ainda tô em processo, mas satisfeito e grato com todos os passos que dei esse ano :) https://t.co/9dkKCAj7IW",Mon Oct 01 13:04:51 +0000 2018,:)
1045410136779558914,@ocafebelgrado mandei-lhe uma DM.. :),Thu Sep 27 20:29:34 +0000 2018,:)
1032957989832073218,Assistente Administrativo de Vendas Salário: R$ 1.500 + Benefícios Local: Caieiras Mais informações sobre a vaga: https://t.co/TjW6gokkmT Quer mais vagas? Acesse: https://t.co/DSb9kWVk49 #trabalho #work #oportunidade,Fri Aug 24 11:49:10 +0000 2018,#oportunidade
1037162148332335104,Peixe raro capturado em Fernando de Noronha pode ser de espécie desconhecida até então https://t.co/cPe8VV0hoS #G1 #G1Pernambuco https://t.co/uUhvUjwZx4,Wed Sep 05 02:15:00 +0000 2018,g1
1042864072503513089,"Quando você quer mesmo você faz, nada te impede #Fato",Thu Sep 20 19:52:25 +0000 2018,#fato
1045419243448209408,"@abreu_martaa ao lado do terceiro já fico o quarto rsrs, na sala é mais confortável :p",Thu Sep 27 21:05:45 +0000 2018,:)
1050580782853644288,"@MarciaPedralino @revistaVIP Deu um pouquinho, né 😆 hahah",Fri Oct 12 02:55:52 +0000 2018,exame
1046945279331766272,Anjinhos curtindo a noite com a companhia um do outro que lindos :( https://t.co/gw58CSnv3v,Tue Oct 02 02:09:40 +0000 2018,:(
1044657788897509377,Compare o que foi detalhado nos programas de governo dos candidatos ao Palácio do Planalto https://t.co/8l5LFvK5zs #Eleições2018,Tue Sep 25 18:40:00 +0000 2018,folha
1049134199465267200,@raissagambarra eu tbm :(,Mon Oct 08 03:07:39 +0000 2018,:(
1039940455264337920,Saiba mais: https://t.co/rWmXCaN8Bg ⠀⠀⠀⠀⠀ #RedeFuturaDeEnsino #Faveni #Empregos #Oportunidade #QuartaDetremuraSDV https://t.co/uqBxIrRbNU,Wed Sep 12 18:15:00 +0000 2018,#oportunidade
1050608005929099270,1968: Astronautas da Apolo-7 inauguram caminho para futuras missões à Lua https://t.co/7R29QHEHG1,Fri Oct 12 04:44:02 +0000 2018,folha
1046822054094233602,&gt;@EstadaoInter Coreias do Sul e do Norte começam a remover minas terrestres de fronteira https://t.co/s21CdeGq93,Mon Oct 01 18:00:01 +0000 2018,estadao
1049132041374195713,@isaabellacp foram 11 na real :D,Mon Oct 08 02:59:05 +0000 2018,:)
1049189931720105984,@viiiny11 Eu não tenho serviço nem pra mim :(,Mon Oct 08 06:49:07 +0000 2018,:(
1046941466239610885,a gnt nao se vê muito :( mas gosto bastante de vc lembranças do niver do Pena mt linda saudades,Tue Oct 02 01:54:31 +0000 2018,:(
1049298983343067136,@BTSNewsBrasil @BTS_twt Peach Jelly minha filha mais linda e seus fancams :))),Mon Oct 08 14:02:27 +0000 2018,:)
1046182837643227136,"'O sexo é fluido e ferramenta de adaptação para o futuro', diz bióloga. https://t.co/TpNOSMi3kL https://t.co/0Nkxda8021",Sat Sep 29 23:40:00 +0000 2018,jornaloglobo
1043100537690963968,"Sob ecstasy, polvos ficam mais sociáveis e abraçam colegas em estudo https://t.co/X0OcRji8uh",Fri Sep 21 11:32:02 +0000 2018,folha
1037310050216206336,Reino Unido indicia 2 russos por caso de envenenamento de ex-espião https://t.co/vvqribgf1X,Wed Sep 05 12:02:42 +0000 2018,veja
1045368738088812544,"Dólar caiu :) - R$4,00 às 14:39",Thu Sep 27 17:45:03 +0000 2018,:)
1036696595868397568,"Incêndio de grandes proporções destrói o Museu Nacional, no Rio de Janeiro. Ele é considerado um dos museus mais antigos do Brasil, criado por Dom João VI e tem 200 anos de história. 🎥📺 ••• #DomingoEspetacular #Jornalismo #Matéria #Notícia #RecordTVBelém https://t.co/GPSrJTFsbb",Mon Sep 03 19:25:04 +0000 2018,#noticia
1047189470708023296,Votar em partido pode não ser um bom negócio em eleição para deputados https://t.co/qjQ0RWyFVp https://t.co/0fJweSgUwq,Tue Oct 02 18:20:00 +0000 2018,folha
1040642582865473538,"Paul Manafort, ex-chefe da campanha de Trump, se declara culpado em duas acusações de Robert Mueller e vai cooperar com investigações https://t.co/gGZXwCllct #G1 https://t.co/1mqPPjsKpC",Fri Sep 14 16:45:00 +0000 2018,g1
1044297918306557952,JORNAL DO CARRO: Veja ‘tecnologias’ arcaicas ainda em uso nos carros https://t.co/PGDaBpbxGB https://t.co/WqFlKieDuK,Mon Sep 24 18:50:00 +0000 2018,estadao
1034848411957297152,Veja o que é #FATO ou #FAKE nas entrevistas de Jair Bolsonaro para o Jornal Nacional e para o Jornal das Dez https://t.co/q1n3W1B9WJ,Wed Aug 29 17:01:02 +0000 2018,#fato
1044264709392863233,Ministro do STF diz que eleições impedem reanálise da prisão em segunda instância https://t.co/4M734qZpDH,Mon Sep 24 16:38:02 +0000 2018,folha
1046925918478856192,"@juvieir4 suma não, não sei viver sem você :(",Tue Oct 02 00:52:44 +0000 2018,:(
1048396212884463616,:) Auxiliem a deixar o blog no ar dando uma clicadinha no banner de propaganda. Isso nos faz com que consigamos deixar o blog ativo. https://t.co/cDqWcQUoWj #umbandayorima,Sat Oct 06 02:15:10 +0000 2018,:)
1033099499743395840,"Acabamentista - São Paulo, SP https://t.co/Nxb8iHW9SS #emprego #oportunidade #vaga",Fri Aug 24 21:11:29 +0000 2018,#oportunidade
1047151813487726592,"Na inauguração de Brasília, Charles Aznavour lançou música em homenagem à nova capital https://t.co/6Jxfsc2y4j #G1 https://t.co/ADC4pttCsN",Tue Oct 02 15:50:22 +0000 2018,g1
1045046863030878208,"Dólar cai para R$ 4,03 com pesquisa eleitoral e decisão do Fed sobre juros nos EUA https://t.co/ZgDStJlcXG",Wed Sep 26 20:26:02 +0000 2018,folha
1047456527727185920,Making Of diferente do noivo a gente também faz :) https://t.co/UR6lLuADeB,Wed Oct 03 12:01:11 +0000 2018,:)
1037773682217635840,Hospital infantil da Região de Curitiba fecha leitos e cancela cirurgias por falta de médicos https://t.co/JBx6VDEmZc #G1 #G1Parana https://t.co/8RmonJrUdK,Thu Sep 06 18:45:01 +0000 2018,g1
1049315805089943553,@claudiomurilo3 Affff. É uma frase de Harry Potter. :P,Mon Oct 08 15:09:17 +0000 2018,:)
1033770686697951239,Tive a alegria hoje de poder estar junto aos trabalhadores da Feirinha do Largo da Ordem ouvindo suas necessidades e falando sobre minhas propostas. Política justa se constrói na rua! #coragem #fichalimpa #trabalho #jocunha #renovacao #parana #estadual https://t.co/ScM9mFHb4v,Sun Aug 26 17:38:32 +0000 2018,#trabalho
1045118838268981250,"Crise humanitária é fabricada para justificar intervenção, afirma Maduro https://t.co/388ghnRFUu",Thu Sep 27 01:12:03 +0000 2018,folha
1045513557520117760,@luisaalyra Sou de semio bb... Monitoria pro 3o ano :),Fri Sep 28 03:20:31 +0000 2018,:)
1050108230330974208,Veja dicas para manter-se organizado no trabalho! #dicas #trabalho #job #carreira #organização #prioridades #tarefas #metas #aberj https://t.co/RDCxhyArBI,Wed Oct 10 19:38:06 +0000 2018,#trabalho
1049965260994531334,&gt;@colunadoestadao Carlos Jereissati declara voto em Bolsonaro e Doria https://t.co/rb2lCLdtAr https://t.co/xwMCEbSJAr,Wed Oct 10 10:10:00 +0000 2018,estadao
1046923281130037248,queria :((( https://t.co/ZsnYfTJb4V,Tue Oct 02 00:42:15 +0000 2018,:(
1047539262298738689,"Tres ediciones suena fácil. Muitas pessoas envolvidas, um objetivo só: FITLÂ!!! Camino a la cuarta edición, ahora en Argentina (abril de 2019) :) https://t.co/ifSR5l1etQ",Wed Oct 03 17:29:57 +0000 2018,:)
1035692901932691456,"Aquele que é sujo, se suje mais. Aquele que é limpo, se limpe mais! #FATO",Sat Sep 01 00:56:44 +0000 2018,#fato
1049320686827782144,"@lassiratuts Poxa, Lari. Eu sinto muito por isso... :(",Mon Oct 08 15:28:41 +0000 2018,:(
1047321856624218112,"@sapataogoals Entendi, obg :)",Wed Oct 03 03:06:03 +0000 2018,:)
1046915723023519746,@jaeminroses saudades do xing :( espero que tudo de certo com todas as agendas e eles consigam ter comeback ot9,Tue Oct 02 00:12:13 +0000 2018,:(
1045345439938215936,"🔮Olá Pessoal , Sobre a data de lançamento ainda vai demorar pois estamos tentando trazer a melhor jogabilidade para vocês :D , estamos trabalhando bastante :p (❤+🔄)",Thu Sep 27 16:12:29 +0000 2018,:)
1049264045491150848,"@blckbwr amg te entendo, as pessoas de hoje estão muito intolerantes e nojentas, podemos ver só pelo candidato a presidência que a grande maioria elegeu, porque o ódio está superando o amor e a tendência infelizmente é piorar :(",Mon Oct 08 11:43:37 +0000 2018,:(
1049136388258586625,"@KimkawaiiX Oh :(, ok, às vezes também tenho dias assim, é normal, e não é por 1 dia que vais morrer, né. Mas still, be careful, my dude, stay safe",Mon Oct 08 03:16:21 +0000 2018,:(
1045419838028623872,@mthware eu queria fazer o meu almoço :),Thu Sep 27 21:08:07 +0000 2018,:)
1038094532049620993,Veja o que é #FATO ou #FAKE na entrevista de João Amoêdo ao G1 e à CBN https://t.co/2I4OU5GfVc,Fri Sep 07 15:59:57 +0000 2018,#fato
1046722113753747458,Não precisava jogar na cara assim :( https://t.co/Msikiijz77,Mon Oct 01 11:22:53 +0000 2018,:(
1046710688519991301,"eu não fiz o trabalho, eu nem vou pra aula, eu quero ta pelo menos viva pro estágio :(",Mon Oct 01 10:37:29 +0000 2018,:(
1046770017344344066,"Comprei um desktop novo, e tão indeciso que não sei se recuso a entrega quando chegar. Tomar decisões com orçamento mínimo é uma merda. :(",Mon Oct 01 14:33:14 +0000 2018,:(
1042394147808788480,Se Vc é amante das águas e gosta de navegar. . . . . #leisure #litoral #eventos #corporativo #agenciadeviajes #felicidade #ferias #amigos #viagem #viageminteligente #brasil #mundo #viajando #casamento #luademel #vida #oportunidade #aventura #compras #follower #followers https://t.co/wMnx6qX4sP,Wed Sep 19 12:45:06 +0000 2018,#oportunidade
1039423409174839296,Lamborghini Huracán Performante Spyder: US$ 310.000 de alegria https://t.co/DTVxrMwxyU,Tue Sep 11 08:00:26 +0000 2018,exame
1049623509603889152,"Com cláusula de barreira, um terço dos partidos ficará sem verba pública. https://t.co/ppQXkur7Gf https://t.co/7nQKKoRE9i",Tue Oct 09 11:32:00 +0000 2018,jornaloglobo
1049260076513615881,Previsão de chuva até sexta :(,Mon Oct 08 11:27:51 +0000 2018,:(
1033072752561975297,#Vaga para Revisor(a) detalhes e envio de cv em: https://t.co/uR45DGesUG #oportunidade #emprego,Fri Aug 24 19:25:12 +0000 2018,#oportunidade
1050768714306588672,O medo do Bolsonaro facilitará pra que isso aqui vire uma Venezuela atropelando os 3 poderes :) https://t.co/qlZoFyaGsR,Fri Oct 12 15:22:38 +0000 2018,:)
1045366115713445888,"#VideoShowAoVivo Demorei bastante pra me olhar com mais carinho, mas hoje posso dizer que: sim, ME AMO! :) https://t.co/P9iD9T0nyT",Thu Sep 27 17:34:38 +0000 2018,:)
1049133956552151040,@rezende_evil hoje faço 15 meses de fc :),Mon Oct 08 03:06:41 +0000 2018,:)
1047503732949377027,@jubrites_ Alias amigaaa se tu quiser tua bota te mando pelo o heron :),Wed Oct 03 15:08:46 +0000 2018,:)
1039672348604067841,"#FATO #URNAELETRONICAÉFRAUDE Acham que vão entregar de mão beijada ? Vai ter muita correria a partir de agora Olho Bolsonaros, o perigo está aí fora #ARMEMSE https://t.co/j33duSfQnC",Wed Sep 12 00:29:38 +0000 2018,#fato
1045417410042449920,Não tenho nada para fazer :) https://t.co/PAekiEVFzU,Thu Sep 27 20:58:28 +0000 2018,:)
1048391170680926214,@behbastos @cdshikida É só até domingo. Depois volto ao normal! :D,Sat Oct 06 01:55:07 +0000 2018,:)
1037375893952442368,"Assistente Administrativo - Nova Lima, MG https://t.co/I7SpeOmLwn #emprego #oportunidade #vaga",Wed Sep 05 16:24:21 +0000 2018,#oportunidade
1049316619158216708,@S93WN Você achou? :(,Mon Oct 08 15:12:32 +0000 2018,:(
1047332329457422336,"@daylimns @carolbiazin pensa pelo lado bom, sem freio é melhor :)",Wed Oct 03 03:47:40 +0000 2018,:)
1045395320300064768,eu to tao cansado mas to felizinho que consegui assistir meus episódios de boku no hero :)),Thu Sep 27 19:30:41 +0000 2018,:)
1047343440604876800,@oxwshun @swjeongguk Você também :),Wed Oct 03 04:31:49 +0000 2018,:)
1045366415224492034,"3 horas de estudo intensivo de matemática, ando aplicado :)",Thu Sep 27 17:35:50 +0000 2018,:)
1037800107389870081,&gt;@andrezamatais Agressor de Bolsonaro escreveu no face ter ‘nojo’ do candidato https://t.co/fCEsHo2ze4 https://t.co/wRqIVcad6g,Thu Sep 06 20:30:01 +0000 2018,estadao
1046943335653498880,ai eu te amo :( https://t.co/KXMqKAQLze,Tue Oct 02 02:01:57 +0000 2018,:(
1045291623083634688,Petrobras fecha acordo para encerrar investigações nos EUA https://t.co/WePUkyJUKt,Thu Sep 27 12:38:38 +0000 2018,veja
1049319825271484416,Republicanos temem onda democrata em distritos antes seguros nos EUA https://t.co/7eZgqpw7OF,Mon Oct 08 15:25:16 +0000 2018,exame
1046962010288771074,"@_mtonin vdd best, uma vez na frente da minha casa, me machucaram até, depois disso eu parei de andar por aqui :( uma bosta kkk",Tue Oct 02 03:16:09 +0000 2018,:(
1031946616473899009,Se Bolsonaro não vencer estas eleições no BRASIL!!! Vai ter guerra civil!!!! #Bolsonaro2018 #FATO https://t.co/iAREVeySJc,Tue Aug 21 16:50:20 +0000 2018,#fato
1041658028817375233,Prefeitura do Rio ainda não começou obras determinadas pela Justiça. https://t.co/Mf4JOOqyTb https://t.co/mFMCimBpRA,Mon Sep 17 12:00:01 +0000 2018,jornaloglobo
1046056196891967488,"Eu falei inverdades, diz ex-mulher de Bolsonaro https://t.co/c8nY4k23TJ",Sat Sep 29 15:16:46 +0000 2018,exame
1047055173724590080,@samara_shayenne Assim que for aí eu te aviso hein :D!,Tue Oct 02 09:26:21 +0000 2018,:)
1042183988134084608,Empresa deixa de pagar auxiliares e alunos com deficiência ficam sem aula em SP https://t.co/HguMStYb1N,Tue Sep 18 22:50:00 +0000 2018,estadao
1049276990036107265,@fodido so faltava aí o #deusnocomando ahahahah coisas amaravilhosas que aprendo com as eleições brasileiras :),Mon Oct 08 12:35:03 +0000 2018,:)
1045420349096173568,Vou morrer sozinha :),Thu Sep 27 21:10:08 +0000 2018,:)
1042498561513009152,Jornal relata crise nos bastidores do PSG após pedido de técnico ser negado: https://t.co/95i4vM1ap6 (via @esportefera),Wed Sep 19 19:40:00 +0000 2018,estadao
1045379811248656384,Comprar coisa no ML que é de SP num dia é receber no seguinte :D,Thu Sep 27 18:29:03 +0000 2018,:)
1039045817477165056,&gt;@brdezoito O primeiro debate pós-atentado https://t.co/vHuBohlufF,Mon Sep 10 07:00:02 +0000 2018,estadao
1050360364548968448,Brinquedoteca em hospital infantil é montada por advogada que perdeu o filho em um atropelamento. https://t.co/hDbYyFPT35 https://t.co/1dVreFSb4A,Thu Oct 11 12:20:00 +0000 2018,jornaloglobo
1030712815995236352,#política via #Valor - Veja o que é #FATO ou #FAKE nos planos de governo dos presidenciáveis https://t.co/7Ef7Y6e2wx,Sat Aug 18 07:07:39 +0000 2018,#fato
1049181335070420993,Comigo já KKKKKK RINDO DE DESESPERO JA ACONTECEU ISSO DUAS VEZES E COM GAROTAS DIFERENTES ai ai ai :(,Mon Oct 08 06:14:57 +0000 2018,:(
1050310058805002240,Bolsonaro ou Haddad: quem pode fazer mais pelas empresas do Brasil? https://t.co/vQENdKaSDo,Thu Oct 11 09:00:06 +0000 2018,exame
1053309799394291713,Concurso para agente penitenciário oferta 4 mil vagas. https://t.co/Yoygd9gFWp #oportunidade #TánoLeiaJá https://t.co/hh3egmbJKG,Fri Oct 19 15:40:00 +0000 2018,#oportunidade
1048420797092704258,@gamaa_emanuele @HugoLop40766478 quem tem joga!!!! Melhor pessoa :),Sat Oct 06 03:52:51 +0000 2018,:)
1045372573079556101,Opá acho msm que vou passar a ter treinos só à quinta PORQUE EU NÃO TENHO MAIS TEMPO :),Thu Sep 27 18:00:18 +0000 2018,:)
1047502453388849152,"Confira essa deliciosa receita, feita com o nosso Excalibur :) Baixe nosso E-BOOK com Receitas Desidratadas https://t.co/80kvN4MNTZ #frutas #saude #desidratador https://t.co/Bl0FCzxIfC",Wed Oct 03 15:03:41 +0000 2018,:)
1042850209359953921,ÍNDIO DA COSTA GANHOU MEU VOTO!!! VEJAM ELE DIZENDO EM PLENO DEBATE QUE VAI VOTAR EM BOLSONARO. #BOLSONARO2018 #BOLSONARO1TURNO #FATO https://t.co/IzjiUSAlYI,Thu Sep 20 18:57:19 +0000 2018,#fato
1049184982760083456,"@Lauriano_Populr [+] se quiser trocar uma ideia sobre editais, tamo aí! tenho estudado mais sobre esse assunto de uns dois anos pra cá e tem muitas coisas legais rolando no BR todo, tem lugar pra gente sim. é só questão de nos prepararmos bem. em 2019 pretendo me inscrever em algum finalmente! :)",Mon Oct 08 06:29:27 +0000 2018,:)
1047477535498559489,tenham um bom dia :),Wed Oct 03 13:24:40 +0000 2018,:)
1039235896179142664,"💡BRASIL💡 O empresário é condenado desde 2010 por crimes contra o sistema financeiro, cuja a pena pode chegar a 9 anos e dois meses de prisão. #noticia #brasil #tipomanaus https://t.co/MjkgTGxSbQ",Mon Sep 10 19:35:20 +0000 2018,#noticia
1046234427414777857,E o efeito do remédio está acabando :(,Sun Sep 30 03:05:00 +0000 2018,:(
1046791826705924098,amas de onde saiu essa carência toda que eu não tô entendendo :(,Mon Oct 01 15:59:54 +0000 2018,:(
1036901686168547328,"Adaptação do livro de Elena Ferrante, 'A Amiga Genial' é aplaudida em Veneza https://t.co/miTIy6s6Kc",Tue Sep 04 09:00:01 +0000 2018,estadao
1047966278617636865,"Paes registra 29% das intenções de votos válidos no RJ sem a presença de Garotinho, mostra Datafolha https://t.co/5aogomqLze #Eleições2018 https://t.co/tF2h0rCvrE",Thu Oct 04 21:46:45 +0000 2018,folha
1050711524900331527,Mas vejo só quem acordei com dor de garganta :),Fri Oct 12 11:35:23 +0000 2018,:)
1046925790024065024,"@thalitameneghim boa noite princesa, se cuida tá? :(",Tue Oct 02 00:52:13 +0000 2018,:(
1052873603987980290,"Dia Produtivo, Corrido, Puxadooooo #Trabalho durante o dia #Patins pós 17h #universidade 19h Ocupe sua vida em Mato Grosso do Sul https://t.co/eLMKxjKgVj",Thu Oct 18 10:46:43 +0000 2018,#trabalho
1042733358139072512,Datafolha: Ciro Gomes lidera como segunda opção de voto para eleitores. https://t.co/4lrbM9Ce16 https://t.co/E2nYpNEzoC,Thu Sep 20 11:13:00 +0000 2018,jornaloglobo
1049288014671880192,@ehraissa eu não sei se eu vou me sentir pior depois se eu anular meu voto :(,Mon Oct 08 13:18:52 +0000 2018,:(
1048415046089543681,"Tá bom, dei três mordidas no negócio e não consigo mais comer :D",Sat Oct 06 03:30:00 +0000 2018,:)
1049295841352146944,@nicpereiras agr q estou na minha caminha irei dormir mais :)),Mon Oct 08 13:49:58 +0000 2018,:)
1049157117721174016,@greixs KKKKKKKKKKK eles falaram isso pq eu falei q o aborto deveria ser legalizado mas ok concordo rs :),Mon Oct 08 04:38:43 +0000 2018,:)
1046943129000194051,ahhh que lindo meu amor :(( mas oq vc fez de errsdo?? sempre me trata mal https://t.co/IO0OCa23w6,Tue Oct 02 02:01:07 +0000 2018,:(
1035173357887602688,Tbt panderistico! 😁 #trabalho #percussão #pandeiro #music #amores #brasilian #groove https://t.co/0dFQXI1tNq,Thu Aug 30 14:32:15 +0000 2018,#trabalho
1046727941894344704,@ibasela_ achei que smp tivéssemos :( tu vai pro lolla?,Mon Oct 01 11:46:03 +0000 2018,:(
1049164025278418944,@g4lblood meu pai :(,Mon Oct 08 05:06:10 +0000 2018,:(
1046774597197209600,"nunca beijei, triste :( https://t.co/TU41c7fB00",Mon Oct 01 14:51:26 +0000 2018,:(
1046931904434458624,Façam meu dia melhor :( https://t.co/YpL40rMSYb,Tue Oct 02 01:16:31 +0000 2018,:(
1049314600511004673,Nossa bicho ver meus amigos desesperados tá me matando pq não tem nada que eu possa fazer ou falar que vai confortar eles :(,Mon Oct 08 15:04:30 +0000 2018,:(
