Date,Close,Volume
2015-06-29,50.3231,6534077
2015-06-30,50.3842,9793969
2015-07-01,50.6426,6107698
2015-07-02,50.9715,5684667
2015-07-06,51.0326,5396439
2015-07-07,51.0984,9462256
2015-07-08,50.1728,8139303
2015-07-09,50.793,7681013
2015-07-10,51.2817,8087800
2015-07-13,52.3436,7477170
2015-07-14,52.3905,7028025
2015-07-15,52.0053,8212573
2015-07-16,52.3812,7305520
2015-07-17,52.3342,8715431
2015-07-20,52.8228,8029646
2015-07-21,52.8134,6717452
2015-07-22,53.2739,6876059
2015-07-23,53.1517,12439229
2015-07-24,53.8377,14559687
2015-07-27,53.5464,8993523
2015-07-28,53.6968,8689215
2015-07-29,54.0445,8470512
2015-07-30,54.5613,7337948
2015-07-31,54.4392,6519528
2015-08-03,54.6835,7664002
2015-08-04,55.3149,9113083
2015-08-05,55.607,7349063
2015-08-06,53.9297,11064470
2015-08-07,53.9014,7781995
2015-08-10,53.025,12029150
2015-08-11,53.1004,8062553
2015-08-12,53.1287,10075571
2015-08-13,53.5716,6731474
2015-08-14,53.8072,4803903
2015-08-17,54.4103,5768362
2015-08-18,54.4951,5575441
2015-08-19,54.2689,6044193
2015-08-20,52.5916,7470885
2015-08-21,49.7928,20211503
2015-08-24,47.437,27158813
2015-08-25,48.1438,19659002
2015-08-26,50.8482,15517591
2015-08-27,52.7235,15987923
2015-08-28,52.4219,7584826
2015-08-31,51.555,7971204
2015-09-01,50.4148,13424932
2015-09-02,52.0733,9891071
2015-09-03,51.5361,7968868
2015-09-04,51.1498,6994267
2015-09-08,52.0262,8051710
2015-09-09,51.5361,8406656
2015-09-10,52.1769,8924778
2015-09-11,53.27,8363110
2015-09-14,53.0439,5464463
2015-09-15,53.6281,6741341
2015-09-16,53.9579,6593362
2015-09-17,53.9768,7525349
2015-09-18,53.5622,16268035
2015-09-21,54.2218,6220131
2015-09-22,53.826,8585093
2015-09-23,54.4574,6829205
2015-09-24,55.0039,10027330
2015-09-25,54.6458,10627026
2015-09-28,52.5539,11548114
2015-09-29,52.5068,9392065
2015-09-30,53.5622,9799610
2015-10-01,54.1653,8497124
2015-10-02,54.7307,9036765
2015-10-05,55.6353,8198998
2015-10-06,55.3055,5642949
2015-10-07,55.3903,8138313
2015-10-08,56.0311,6834836
2015-10-09,56.6059,7969884
2015-10-12,57.0488,6430301
2015-10-13,56.6907,6262774
2015-10-14,55.428,8365604
2015-10-15,56.2478,9745919
2015-10-16,56.474,12860812
2015-10-19,57.454,8117213
2015-10-20,57.3692,6089097
2015-10-21,57.0394,6063923
2015-10-22,57.944,9182031
2015-10-23,58.9994,8205994
2015-10-26,59.7721,9751716
2015-10-27,59.0937,8973243
2015-10-28,59.8475,9627260
2015-10-29,58.8958,14839093
2015-10-30,58.9617,16822302
2015-11-02,58.6508,8547237
2015-11-03,59.1785,8847718
2015-11-04,58.3869,9085091
2015-11-05,58.6884,6144979
2015-11-06,58.3963,6616305
2015-11-09,57.9898,6838326
2015-11-10,58.7839,6689040
2015-11-11,58.4908,4437315
2015-11-12,57.7345,6793779
2015-11-13,56.4772,8821593
2015-11-16,57.3658,8096603
2015-11-17,57.2429,6695251
2015-11-18,58.4247,7215255
2015-11-19,58.1032,5154366
2015-11-20,58.6043,8302476
2015-11-23,59.2188,8493485
2015-11-24,58.5759,7908223
2015-11-25,58.7934,4549913
2015-11-27,58.7839,2447902
2015-11-30,58.0371,9863771
2015-12-01,58.0182,10910838
2015-12-02,57.8763,6587454
2015-12-03,56.2976,12056103
2015-12-04,58.3774,9100588
2015-12-07,58.5097,5967809
2015-12-08,58.765,6664947
2015-12-09,57.8385,8541573
2015-12-10,58.4908,6623896
2015-12-11,56.5528,11489255
2015-12-14,56.6473,13453719
2015-12-15,56.7041,7842073
2015-12-16,57.0539,9281835
2015-12-17,56.2645,9079430
2015-12-18,55.4183,18099462
2015-12-21,56.2881,7187470
2015-12-22,56.7135,6501424
2015-12-23,57.0444,4510229
2015-12-24,57.0255,2215418
2015-12-28,56.9026,4437236
2015-12-29,57.7913,5477335
2015-12-30,57.4982,3973912
2015-12-31,56.7513,4960875
2016-01-04,55.078,13521544
2016-01-05,55.4467,9617778
2016-01-06,54.9551,8266322
2016-01-07,53.5938,11140877
2016-01-08,53.537,10427021
2016-01-11,54.662,10757313
2016-01-12,56.2125,12375826
2016-01-13,54.7093,11303603
2016-01-14,55.7587,11444106
2016-01-15,54.8322,15246127
2016-01-19,55.3522,12288950
2016-01-20,53.8112,22786359
2016-01-21,55.806,20888519
2016-01-22,55.9383,32820193
2016-01-25,54.5581,13554262
2016-01-26,55.4089,8898100
2016-01-27,54.4824,12491252
2016-01-28,56.047,11832368
2016-01-29,57.4509,13224438
2016-02-01,58.0465,9529094
2016-02-02,57.5675,9407352
2016-02-03,56.4625,12254460
2016-02-04,55.2864,13944926
2016-02-05,51.6822,24529008
2016-02-08,51.3503,21457492
2016-02-09,51.6159,11605059
2016-02-10,52.2988,11663942
2016-02-11,52.0901,12106062
2016-02-12,52.9817,8680205
2016-02-16,53.5033,11594766
2016-02-17,54.6604,11955188
2016-02-18,54.025,8493953
2016-02-19,54.6984,9033620
2016-02-22,55.8366,8390689
2016-02-23,55.4477,7064095
2016-02-24,55.1157,10780882
2016-02-25,55.7227,6262127
2016-02-26,55.3339,7473374
2016-02-29,55.2106,7645081
2016-03-01,56.9463,9183562
2016-03-02,56.491,8856392
2016-03-03,55.9978,8262455
2016-03-04,55.6753,8344773
2016-03-07,55.0114,9204624
2016-03-08,54.632,8127426
2016-03-09,54.1293,9734589
2016-03-10,54.5561,7023785
2016-03-11,54.6225,15497560
2016-03-14,55.6279,9053250
2016-03-15,56.0357,7428469
2016-03-16,56.5953,8069427
2016-03-17,56.4815,7734658
2016-03-18,56.6238,14313578
2016-03-21,56.0547,6487185
2016-03-22,56.3203,8246837
2016-03-23,55.7986,5794495
2016-03-24,55.3528,5948307
2016-03-28,55.9219,5791603
2016-03-29,56.4815,6031947
2016-03-30,56.9178,5723499
2016-03-31,56.6238,5622834
2016-04-01,57.8758,9401126
2016-04-04,57.1454,5799864
2016-04-05,56.9463,4994792
2016-04-06,57.6956,5667253
2016-04-07,58.018,8239174
2016-04-08,57.8947,5064894
2016-04-11,57.762,6103358
2016-04-12,56.4341,17565750
2016-04-13,57.1075,9898527
2016-04-14,57.0316,5157368
2016-04-15,57.392,5965310
2016-04-18,57.7525,7228573
2016-04-19,57.762,7283570
2016-04-20,57.762,5558770
2016-04-21,57.5153,12799083
2016-04-22,54.7079,29836693
2016-04-25,54.7932,8428038
2016-04-26,54.7458,8839067
2016-04-27,53.9681,12390767
2016-04-28,53.5128,9196560
2016-04-29,53.3326,12133364
2016-05-02,54.4044,8616189
2016-05-03,53.5382,7854260
2016-05-04,53.6715,6508507
2016-05-05,53.5382,6215367
2016-05-06,53.5954,6378690
2016-05-09,53.9094,5976229
2016-05-10,54.7185,7931185
2016-05-11,53.5192,8118920
2016-05-12,53.5858,6870281
2016-05-13,53.129,5466041
2016-05-16,52.853,9536192
2016-05-17,52.2343,10530018
2016-05-18,52.1581,7468496
2016-05-19,51.9202,7582848
2016-05-20,51.9868,8430783
2016-05-23,51.9678,7352054
2016-05-24,52.7673,7748697
2016-05-25,52.4913,8126058
2016-05-26,52.6245,9451708
2016-05-27,52.4913,6631120
2016-05-31,52.2438,12043976
2016-06-01,52.1772,8761577
2016-06-02,51.9868,8307488
2016-06-03,51.9773,6649224
2016-06-06,52.9101,9900917
2016-06-07,52.634,7173072
2016-06-08,52.5579,7623851
2016-06-09,52.9005,5927854
2016-06-10,52.22,8118651
2016-06-13,52.3866,7928722
2016-06-14,52.891,8036517
2016-06-15,52.6816,7447317
2016-06-16,52.853,7968033
2016-06-17,52.6436,9503017
2016-06-20,52.7102,7286681
2016-06-21,53.1195,7445109
2016-06-22,52.9291,7215411
2016-06-23,53.424,5569431
2016-06-24,52.0439,14654672
2016-06-27,51.1017,11650798
2016-06-28,52.2057,8416950
2016-06-29,54.0046,11103787
2016-06-30,54.3663,10215193
2016-07-01,54.2426,8330308
2016-07-05,54.0332,7274208
2016-07-06,54.0141,8474188
2016-07-07,54.1664,6813347
2016-07-08,53.7857,12655500
2016-07-11,53.6049,10394366
2016-07-12,54.7089,10998486
2016-07-13,53.7572,12183638
2016-07-14,54.8136,11353599
2016-07-15,54.6423,8494000
2016-07-18,54.1759,7614635
2016-07-19,54.0237,8719772
2016-07-20,54.7661,9446396
2016-07-21,54.8232,16151699
2016-07-22,55.1087,23899275
2016-07-25,55.1563,10486019
2016-07-26,55.4989,10106663
2016-07-27,55.0611,6551777
2016-07-28,55.4038,6830059
2016-07-29,55.2515,6914907
2016-08-01,54.8517,7997576
2016-08-02,54.1831,7574622
2016-08-03,53.4286,11484792
2016-08-04,52.9319,11193748
2016-08-05,53.3904,9206197
2016-08-08,52.8746,9129307
2016-08-09,52.7218,7136683
2016-08-10,53.123,6991077
2016-08-11,52.9797,6191412
2016-08-12,52.9797,5039757
2016-08-15,52.7696,5968728
2016-08-16,52.8842,5751178
2016-08-17,53.2949,7410631
2016-08-18,53.037,5390990
2016-08-19,52.4735,8981214
2016-08-22,53.3426,8837808
2016-08-23,53.8679,7827873
2016-08-24,54.527,13200460
2016-08-25,54.718,6686589
2016-08-26,54.718,6940511
2016-08-29,54.25,7026700
2016-08-30,53.8679,6377668
2016-08-31,53.7056,6996894
2016-09-01,53.782,6230148
2016-09-02,53.6578,7441463
2016-09-06,53.505,6472907
2016-09-07,53.7915,11428644
2016-09-08,52.8173,12673626
2016-09-09,51.91,10658120
2016-09-12,52.2538,11002544
2016-09-13,51.5566,10050215
2016-09-14,51.4802,6707850
2016-09-15,51.6807,8080426
2016-09-16,51.3274,10207750
2016-09-19,50.6301,9231628
2016-09-20,50.9071,8731499
2016-09-21,51.5566,9213637
2016-09-22,51.9482,9096709
2016-09-23,51.9864,6945147
2016-09-26,51.6139,7755629
2016-09-27,51.7572,6463747
2016-09-28,51.5566,8593496
2016-09-29,51.0504,11993517
2016-09-30,51.7094,13767754
2016-10-03,51.4229,5479037
2016-10-04,51.1268,6176358
2016-10-05,50.9549,7451916
2016-10-06,50.7543,6130270
2016-10-07,51.0599,7279723
2016-10-10,50.9071,7224335
2016-10-11,50.5442,9720407
2016-10-12,50.7734,6320462
2016-10-13,50.5728,6958128
2016-10-14,50.697,6430136
2016-10-17,50.3914,5223526
2016-10-18,50.2481,6550399
2016-10-19,50.7638,9095261
2016-10-20,51.1841,9286800
2016-10-21,51.2223,6767204
2016-10-24,51.7476,6919714
2016-10-25,51.2605,6052830
2016-10-26,51.2223,5817798
2016-10-27,51.1841,7899957
2016-10-28,51.1268,6620333
2016-10-31,50.6874,9142509
2016-11-01,50.143,15425819
2016-11-02,50.6015,10851658
2016-11-03,49.4458,21847292
2016-11-04,50.3818,21956848
2016-11-07,52.0437,14916848
2016-11-08,52.1678,9351994
2016-11-09,52.1296,13727777
2016-11-10,51.165,13621701
2016-11-11,51.5088,8436435
2016-11-14,51.7858,10489826
2016-11-15,52.3807,9588036
2016-11-16,53.1963,10779155
2016-11-17,53.5897,8744504
2016-11-18,53.513,8740953
2016-11-21,53.8296,8004000
2016-11-22,54.8083,10268720
2016-11-23,55.2593,8183628
2016-11-25,55.1058,3228848
2016-11-28,55.2593,8750925
2016-11-29,55.8158,10582850
2016-11-30,55.6239,9527959
2016-12-01,56.1421,12381607
2016-12-02,54.8947,16869957
2016-12-05,55.173,7701167
2016-12-06,55.1154,7035674
2016-12-07,56.382,9094812
2016-12-08,56.2764,7972498
2016-12-09,56.3724,7091577
2016-12-12,56.3916,7736198
2016-12-13,56.9097,8878080
2016-12-14,56.3724,9022867
2016-12-15,55.3745,11837756
2016-12-16,55.3265,10611461
2016-12-19,55.3169,6433824
2016-12-20,55.3649,4888284
2016-12-21,55.1154,5380537
2016-12-22,54.7987,6777656
2016-12-23,54.7028,4298476
2016-12-27,54.5589,4186157
2016-12-28,54.0695,5548726
2016-12-29,54.0407,3781721
2016-12-30,53.2731,8344508
2017-01-03,53.11,7809307
2017-01-04,53.7241,7796290
2017-01-05,54.175,7602321
2017-01-06,54.8179,8587812
2017-01-09,55.8446,12640515
2017-01-10,55.5376,6672024
2017-01-11,55.7487,6027960
2017-01-12,55.6815,4733015
2017-01-13,55.5088,4745840
2017-01-17,55.6527,5734666
2017-01-18,56.0845,7375725
2017-01-19,55.5472,7850480
2017-01-20,55.3265,7651562
2017-01-23,55.4224,6814368
2017-01-24,56.0749,10704103
2017-01-25,56.3244,7124547
2017-01-26,56.0941,12382416
2017-01-27,53.8488,28884899
2017-01-30,53.6377,13322010
2017-01-31,52.9852,14307985
2017-02-01,51.7186,18796871
2017-02-02,51.6899,15289650
2017-02-03,52.8317,14161693
2017-02-06,53.4746,13029829
2017-02-07,53.2433,9910498
2017-02-08,53.224,11681938
2017-02-09,53.7927,11106757
2017-02-10,54.1878,11178950
2017-02-13,54.0818,8027939
2017-02-14,54.5348,8865947
2017-02-15,54.8047,6967179
2017-02-16,54.6794,8524519
2017-02-17,55.277,11008366
2017-02-21,55.4601,8289185
2017-02-22,55.489,7876599
2017-02-23,55.5565,7178627
2017-02-24,55.4023,7806190
2017-02-27,54.7276,7702400
2017-02-28,54.8143,8750655
2017-03-01,55.0746,7197973
2017-03-02,55.0553,6595418
2017-03-03,55.036,7738064
2017-03-06,54.6312,9159983
2017-03-07,54.1686,10890313
2017-03-08,53.7252,13061632
2017-03-09,53.1951,17844248
2017-03-10,52.5589,13886431
2017-03-13,52.6553,9090230
2017-03-14,52.3083,7892888
2017-03-15,52.5686,8712006
2017-03-16,52.8192,8074278
2017-03-17,53.7637,15822141
2017-03-20,53.7927,7948425
2017-03-21,53.5324,8030642
2017-03-22,53.8698,8452070
2017-03-23,53.8312,7357207
2017-03-24,54.7565,15763000
2017-03-27,55.1613,8861799
2017-03-28,55.277,8331644
2017-03-29,55.4601,7001635
2017-03-30,56.0577,8677916
2017-03-31,56.2794,9156707
2017-04-03,56.3276,8989831
2017-04-04,56.2119,6474781
2017-04-05,56.1155,13656221
2017-04-06,55.8264,9112533
2017-04-07,55.9228,6773750
2017-04-10,55.8553,5266312
2017-04-11,55.7878,5855091
2017-04-12,55.4987,5450298
2017-04-13,55.4312,4871717
2017-04-17,55.9806,5626042
2017-04-18,56.2409,5449699
2017-04-19,56.9059,12000639
2017-04-20,57.9083,12445862
2017-04-21,58.4192,8799985
2017-04-24,58.9011,10721276
2017-04-25,58.7565,11031475
2017-04-26,59.3348,8525419
2017-04-27,59.0842,15285342
2017-04-28,57.889,25046130
2017-05-01,58.0047,10910341
2017-05-02,58.3131,9152088
2017-05-03,58.3999,7706367
2017-05-04,58.6312,6874286
2017-05-05,58.7469,6443309
2017-05-08,58.7372,5588371
2017-05-09,59.0179,5806562
2017-05-10,58.7082,7198414
2017-05-11,58.3307,5516893
2017-05-12,58.0017,5647531
2017-05-15,58.5049,5904094
2017-05-16,58.0501,6303480
2017-05-17,57.8081,7581230
2017-05-18,57.8952,8602411
2017-05-19,59.3856,12530995
2017-05-22,59.2598,6392124
2017-05-23,59.1824,5622524
2017-05-24,59.8986,7283789
2017-05-25,60.8761,8931804
2017-05-26,61.2632,6097990
2017-05-30,61.2245,7094586
2017-05-31,61.5633,7314634
2017-06-01,61.6987,6058263
2017-06-02,62.4924,7840374
2017-06-05,62.202,6809284
2017-06-06,62.0956,5448439
2017-06-07,61.4568,8364994
2017-06-08,60.2373,11289266
2017-06-09,60.1889,11240487
2017-06-12,59.3179,11071593
2017-06-13,58.9598,9384906
2017-06-14,58.3307,9703332
2017-06-15,58.1565,7515980
2017-06-16,58.2049,11522438
2017-06-19,58.9404,6778024
2017-06-20,57.9339,6985666
2017-06-21,58.0307,6027647
2017-06-22,57.5952,5602002
2017-06-23,57.8855,6469495
2017-06-26,57.721,5674637
2017-06-27,57.0629,5652429
2017-06-28,57.2758,5419169
2017-06-29,56.4822,7421177
2017-06-30,56.4338,8117066
2017-07-03,56.3757,4575268
2017-07-05,56.0757,7773566
2017-07-06,55.7466,8886648
2017-07-07,56.1725,7278250
2017-07-10,55.9499,4832094
2017-07-11,56.037,5422330
2017-07-12,56.6564,7141916
2017-07-13,56.5015,8460245
2017-07-14,56.8693,5441377
2017-07-17,56.4531,6774471
2017-07-18,56.337,7857464
2017-07-19,56.2402,8203557
2017-07-20,56.1628,10546701
2017-07-21,56.1144,6717235
2017-07-24,56.1531,7442589
2017-07-25,56.6661,7933137
2017-07-26,56.0757,8775889
2017-07-27,57.5855,23286716
2017-07-28,52.2625,53454789
2017-07-31,52.2431,20299407
2017-08-01,52.969,18120912
2017-08-02,53.6465,14764854
2017-08-03,53.8884,13331459
2017-08-04,53.6561,9179779
2017-08-07,53.84,7253947
2017-08-08,53.0039,11095259
2017-08-09,52.2456,16717719
2017-08-10,51.5943,13235301
2017-08-11,51.7012,9235033
2017-08-14,51.7401,7426467
2017-08-15,51.672,6674597
2017-08-16,52.0123,7667081
2017-08-17,51.5651,7451679
2017-08-18,51.2345,10370499
2017-08-21,51.672,12753196
2017-08-22,52.9359,14547613
2017-08-23,52.5762,11838533
2017-08-24,52.4401,8716699
2017-08-25,52.8484,8601120
2017-08-28,52.8873,6643652
2017-08-29,52.5956,6212403
2017-08-30,53.0039,5596567
2017-08-31,53.3345,8245287
2017-09-01,53.4025,7696302
2017-09-05,53.597,9178048
2017-09-06,52.7998,11372298
2017-09-07,51.9831,13801890
2017-09-08,52.0026,11774483
2017-09-11,52.5178,9314079
2017-09-12,52.0512,10339446
2017-09-13,52.7803,12787883
2017-09-14,53.0137,8260770
2017-09-15,53.1498,10744783
2017-09-18,53.1692,6348360
2017-09-19,53.1012,5187121
2017-09-20,53.6164,7080035
2017-09-21,53.4803,7178462
2017-09-22,53.5581,6950029
2017-09-25,53.422,10242655
2017-09-26,53.597,8021851
2017-09-27,53.4609,8671309
2017-09-28,52.9845,7607473
2017-09-29,52.2165,11944370
2017-10-02,52.3137,5955980
2017-10-03,52.4887,6137069
2017-10-04,52.4303,5569058
2017-10-05,53.0817,7994274
2017-10-06,53.6359,10576278
2017-10-09,53.49,5822893
2017-10-10,53.8789,6573918
2017-10-11,54.0928,8881897
2017-10-12,54.4136,7234267
2017-10-13,54.1706,6231132
2017-10-16,53.3831,7256893
2017-10-17,52.9942,11227337
2017-10-18,53.6747,8299509
2017-10-19,53.8595,5720179
2017-10-20,53.0525,11741092
2017-10-23,52.7609,10111071
2017-10-24,52.7706,7818490
2017-10-25,52.6539,8281219
2017-10-26,53.3831,12211440
2017-10-27,53.3539,9922611
2017-10-30,53.6359,6430949
2017-10-31,53.315,8857829
2017-11-01,53.597,7189764
2017-11-02,53.3442,16879022
2017-11-03,54.4719,28773774
2017-11-06,54.9969,10835659
2017-11-07,55.6289,11167447
2017-11-08,56.2997,13533654
2017-11-09,55.765,14758907
2017-11-10,55.4539,7930318
2017-11-13,55.065,7648192
2017-11-14,55.3469,7758215
2017-11-15,55.4154,8880505
2017-11-16,55.9431,8310611
2017-11-17,55.6401,6311519
2017-11-20,55.5229,6360086
2017-11-21,55.9627,6284259
2017-11-22,55.8454,7309073
2017-11-24,55.5131,3479177
2017-11-27,54.6433,10580296
2017-11-28,55.3763,9734431
2017-11-29,56.207,10017914
2017-11-30,56.51,11509224
2017-12-01,56.0213,12756391
2017-12-04,57.4287,13302050
2017-12-05,57.9955,11295644
2017-12-06,57.9369,8458198
2017-12-07,57.8001,6033792
2017-12-08,57.2821,9950491
2017-12-11,57.7317,10286560
2017-12-12,57.9271,6042917
2017-12-13,58.1421,7726299
2017-12-14,58.3474,8946111
2017-12-15,56.9693,22595018
2017-12-18,56.7152,8751620
2017-12-19,56.6957,7946435
2017-12-20,56.422,7188717
2017-12-21,56.2754,5974474
2017-12-22,56.0018,7148723
2017-12-26,55.8454,5546208
2017-12-27,55.9724,4812173
2017-12-28,56.5002,5044505
2017-12-29,56.1288,5365646
2018-01-02,56.3243,7215978
2018-01-03,57.3798,7478356
2018-01-04,57.5948,5775921
2018-01-05,58.2594,6047686
2018-01-08,57.9662,6335782
2018-01-09,57.8392,5233353
2018-01-10,58.4647,8656454
2018-01-11,58.6406,5806282
2018-01-12,59.0315,6989075
2018-01-16,59.1879,8040748
2018-01-17,59.2856,8433771
2018-01-18,59.7059,9170903
2018-01-19,59.872,8361853
2018-01-22,60.0186,11945783
2018-01-23,60.2923,10806783
2018-01-24,59.4518,11911867
2018-01-25,59.1781,16225618
2018-01-26,56.6761,51851690
2018-01-29,55.7281,18899867
2018-01-30,55.8943,14341155
2018-01-31,55.5229,13118364
2018-02-01,54.7312,14690146
2018-02-02,54.5064,15358909
2018-02-05,53.4509,16059955
2018-02-06,54.3501,17415065
2018-02-07,53.5148,13927022
2018-02-08,52.8368,17736671
2018-02-09,53.6327,19382011
2018-02-12,54.4189,10968956
2018-02-13,54.7038,10416385
2018-02-14,55.0183,14190323
2018-02-15,55.598,10294949
2018-02-16,55.4998,10151328
2018-02-20,54.9986,9450906
2018-02-21,55.1264,7850950
2018-02-22,54.4385,10172399
2018-02-23,55.1657,11394350
2018-02-26,56.1778,8713847
2018-02-27,55.5882,8821414
2018-02-28,56.109,11541059
2018-03-01,55.1951,11127627
2018-03-02,55.9419,11555132
2018-03-05,56.0009,7835398
2018-03-06,56.0402,8046794
2018-03-07,56.0402,7044099
2018-03-08,56.4726,7434706
2018-03-09,57.4454,9539617
2018-03-12,58.3691,10550283
2018-03-13,58.0252,10411354
2018-03-14,57.809,6488531
2018-03-15,58.3396,7377036
2018-03-16,57.976,13030896
2018-03-19,57.2882,9350572
2018-03-20,57.6419,5888445
2018-03-21,57.4552,6569109
2018-03-22,56.7674,6846463
2018-03-23,55.3327,9476776
2018-03-26,56.7969,8444852
2018-03-27,56.4628,7562939
2018-03-28,56.8951,9301897
2018-03-29,56.8853,12015218
2018-04-02,55.2639,16778277
2018-04-03,56.9934,10908217
2018-04-04,57.809,7893065
2018-04-05,58.1136,6305050
2018-04-06,57.3275,8264473
2018-04-09,57.6812,8023776
2018-04-10,58.3789,6671853
2018-04-11,58.3887,5508027
2018-04-12,58.3986,6088247
2018-04-13,58.2119,6689776
2018-04-16,58.3986,6119171
2018-04-17,58.7916,6139581
2018-04-18,58.4673,5914193
2018-04-19,58.1922,6280126
2018-04-20,56.9934,12037567
2018-04-23,57.1506,8444396
2018-04-24,56.8067,7793565
2018-04-25,56.7084,8367357
2018-04-26,58.3494,14516626
2018-04-27,57.3471,11975153
2018-04-30,56.5708,7854596
2018-05-01,57.1211,7257462
2018-05-02,55.7159,7299089
2018-05-03,55.1558,7152390
2018-05-04,56.6789,9279180
2018-05-07,56.4529,10630594
2018-05-08,56.6691,7234031
2018-05-09,56.3431,7015334
2018-05-10,56.9457,6565825
2018-05-11,56.5703,5843427
2018-05-14,56.432,5871783
2018-05-15,55.948,7415770
2018-05-16,56.4518,4843941
2018-05-17,56.5012,6110124
2018-05-18,56.4617,7786028
2018-05-21,56.6395,5379291
2018-05-22,56.2641,5355604
2018-05-23,56.7876,5339882
2018-05-24,56.9753,5681592
2018-05-25,57.2124,6783776
2018-05-29,56.5308,6475865
2018-05-30,56.7778,5762434
2018-05-31,55.9777,9433042
2018-06-01,56.2147,4967653
2018-06-04,56.3728,7484072
2018-06-05,54.9998,18278843
2018-06-06,56.4716,13709779
2018-06-07,56.4419,7919801
2018-06-08,55.9085,8433528
2018-06-11,55.79,7181724
2018-06-12,55.79,8249711
2018-06-13,55.5233,8283213
2018-06-14,56.3234,11049707
2018-06-15,56.4123,12408270
2018-06-18,56.5209,9676910
2018-06-19,56.7284,9965474
2018-06-20,51.582,62091071
2018-06-21,50.0016,30722957
2018-06-22,50.614,24429564
2018-06-25,50.0411,15578586
2018-06-26,49.7645,12930561
2018-06-27,49.2311,14576867
2018-06-28,47.947,33210109
2018-06-29,48.2532,17413010
